,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Pet Bills (per year),Accounts,UPI Failures
3811,6.74,0.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,5435.0,1.0,1.0,1.0,8127.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1156.4,3.0,25.0
3812,5.64,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,6744.4,1.0,2.0,1.0,5469.0,0.486741304397583,0.0,1.0,1.0,0.0,2.0,16.0,0.0,39397.09765625,4.0,23.0
3813,4.65,2.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,12039.9,0.0,1.0,1.0,8484.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,57797.9,2.0,28.0
3814,14.47,2.0,1.0,0.0,3.0,4.0,2.0,1.0,3.0,5613.4,1.0,1.0,0.0,5301.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,25373.7,2.0,15.0
3815,14.33,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,5054.3,0.0,0.0,0.0,16420.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,4117.7,2.0,21.0
3816,2.82,1.0,1.0,2.0,1.0,3.0,2.0,5.0,0.0,17424.0,1.0,2.0,0.0,14206.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,11551.4,3.0,25.0
3817,5.3,1.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,11308.7,1.0,1.0,0.0,13757.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,78552.3,4.0,25.0
3818,9.59,1.4236598014831543,2.0,2.0,0.0,3.0,3.0,3.0,3.0,2184.1,1.0,1.0,1.0,10464.890625,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,36695.8,2.0,30.0
3819,9.85,1.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,9252.7,0.0,0.0,0.0,4827.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2571.4,1.0,16.0
3820,7.3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5240.1,1.0,1.0,1.0,4475.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,67141.3,4.0,24.0
3821,8.79,1.0,1.2677568197250366,2.0,5.0,4.0,3.0,2.0,3.0,11869.6,1.0,1.0,1.0,17798.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,0.0,55555.8,5.0,4.0
3822,10.21,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,8466.9,0.0,0.0,1.0,11595.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,31077.5,2.0,31.0
3823,14.64,2.0,1.0,0.0,7.0,2.0,0.0,1.0,2.0,6154.5,1.0,0.0,1.0,12766.0,0.0,0.0,1.0,0.0,3.0,0.0,27.0,0.0,16944.6,2.0,32.0
3824,10.47,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,8446.0,0.0,1.0,0.0,21777.0,1.0,0.0,0.0,0.0,2.0,1.0,18.0,0.0,50203.5,4.0,31.0
3825,3.5,1.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,11993.2,1.0,1.0,2.0,14067.0,0.0,0.0,1.0,2.0,1.0,1.0,6.0,0.0,6073.5,1.0,17.0
3826,10.38,1.0,3.0,1.0,4.0,2.0,0.0,1.0,2.0,3626.2,1.0,1.0,2.0,6675.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,7936.0,0.0,27.0
3827,2.61,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,11660.8,1.0,0.0,0.0,9626.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,36577.3,3.0,22.0
3828,8.14,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2925.0,1.0,1.0,0.0,16283.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,24872.3,2.0,34.0
3829,8.38,1.0,2.0,1.0,5.0,3.0,1.0,4.0,3.0,12020.3,1.0,1.0,0.0,6178.0,1.0,1.0,1.0,0.0,3.0,0.0,11.0,0.0,52268.6,2.0,25.0
3830,11.13,2.0,2.0,3.0,5.0,1.0,3.0,0.0,4.0,12716.6,0.0,1.0,2.0,27631.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,47808.9,2.0,19.0
3831,0.7,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,8384.3,1.0,1.0,1.0,9390.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,0.0,25210.9,4.0,34.0
3832,12.65,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,10630.2,1.0,1.0,0.0,13706.0,1.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,52764.5,2.0,35.0
3833,9.78,3.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,13375.1,0.0,0.0,0.0,12796.0,1.0,1.0,1.0,2.0,1.0,1.0,28.0,0.0,46219.6,1.0,35.0
3834,1.54,2.0,2.0,2.0,2.0,3.0,0.0,1.0,4.0,10892.1,0.0,1.0,2.0,12272.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,56898.1,3.0,17.0
3835,4.33,2.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,9867.4,1.0,1.0,2.0,15105.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,21561.5,1.0,16.0
3836,1.83,0.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,12464.5,0.0,0.0,0.0,2684.0,1.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,6854.7,5.0,41.0
3837,10.97,2.0,1.0,2.0,5.0,2.0,3.0,1.0,5.0,6290.2,1.0,1.0,2.0,7473.0,1.0,0.0,0.0,2.0,1.0,0.0,14.0,0.0,8981.3,0.0,27.0
3838,4.48,1.0,2.0,1.0,4.0,4.0,2.0,0.0,2.0,4831.3,0.0,1.0,0.0,6176.0,0.0,0.0,1.0,2.0,1.0,1.0,19.0,0.0,40978.0,2.0,9.0
3839,2.02,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,7484.3,0.0,1.0,1.0,7842.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,27472.8,2.4149646759033203,46.0
3840,3.98,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,10285.2,1.0,1.0,2.0,17909.0,1.0,0.0,1.0,0.0,3.0,1.0,11.0,0.0,8979.6,3.0,31.0
3841,8.7,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9610.4,1.0,0.0,1.0,18294.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,33529.9,4.0,54.0
3842,8.07,1.0,0.0,2.0,2.85223388671875,1.0,1.0,2.0,3.0,1967.1,0.0,1.0,2.0,7387.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,8058.4,0.0,24.0
3843,5.47,2.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,3211.9,1.0,1.0,1.0,13902.0,0.0,0.32365933060646057,1.0,0.868148684501648,2.0,1.0,5.0,0.0,44043.9,0.0,21.0
3844,14.37,1.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,14074.2,1.0,1.0,0.0,14736.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,74756.9,2.0,23.0
3845,12.29,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3512.4,1.0,1.0,1.0,16981.0,0.0,0.0,2.0,1.0,0.0,1.0,22.0,0.0,35828.3,1.0,28.0
3846,6.24,0.0,0.0,2.0,3.0,4.0,1.0,4.0,1.0,15941.9,1.0,0.0,1.0,11729.10546875,1.0,0.0,0.0,3.0,2.0,0.0,9.0,0.0,22405.3,1.0,36.0
3847,7.86,2.0,1.0,1.0,2.0,3.0,0.0,4.0,2.0,7275.4,1.0,1.0,1.0,15348.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,16238.9,2.0,53.0
3848,8.28,0.0,1.0,2.0,3.0,4.0,3.0,5.0,2.0,12426.2,0.0,1.0,1.0,18362.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,0.0,57288.5,3.0,8.0
3849,10.85,1.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,13140.9,0.0,1.0,1.0,7192.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,14083.0,6.0,42.0
3850,7.41,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,11226.3,1.0,1.0,0.0,9089.0,1.0,1.0,0.0,2.0,3.0,1.0,5.0,0.0,26977.7,1.0,45.0
3851,8.57,1.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,13146.2,1.0,1.0,0.0,4890.0,0.4833943545818329,0.0,1.0,0.0,0.0,1.0,29.0,0.0,32255.8,4.0,21.0
3852,7.25,2.0,2.0,2.0,2.0,3.0,1.5917025804519653,3.0,3.0,8946.2,1.0,0.0,1.0,13903.0,0.0,0.0,1.0,0.0,2.0,1.0,15.0,0.0,76690.6,2.0,14.0
3853,10.93,2.0,0.0,1.0,2.0,4.0,4.0,3.0,1.0,5747.9,1.0,1.0,1.0,21011.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,23393.7,1.0,16.0
3854,8.67,0.0,2.0,2.0,0.0,3.0,1.0,2.1012089252471924,2.0,20094.3,0.0,1.0,0.0,11176.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,4375.9,3.0,44.0
3855,11.84,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,7338.5,0.0,1.0,1.0,21747.0,0.0,0.0,0.0,1.0,0.0,0.0,11.280563354492188,0.0,21270.8,2.0,15.0
3856,2.25,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,641.7,2.0,2.0,0.0,11839.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,26719.4,1.0,51.0
3857,13.28,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,4546.3,2.0,1.0,1.0,12425.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,27176.0,4.0,45.0
3858,11.72,2.0,0.0,2.0,6.0,2.0,1.0,3.0,5.0,6519.7,1.0,1.0,1.0,11917.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,31924.015625,2.0,10.0
3859,11.7,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,11728.3,0.0,1.0,0.0,13407.0,0.0,0.0,1.0,1.0,1.0,2.0,14.0,0.0,47673.5,3.0,34.0
3860,4.02,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,5147.7,2.0,1.0,0.0,10836.0,0.0,0.0,1.0,1.0,2.0,0.0,13.0,0.0,44173.1,4.0,18.0
3861,5.67,0.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,15677.8,2.0,1.0,0.0,11657.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.01072157733142376,61773.9,3.0,25.0
3862,16.27,1.0,2.0,1.0,4.0,2.0,0.0,4.0,2.0,10770.1,0.0,1.0,1.0,8145.0,1.0,0.0,1.0,1.0,1.0,0.0,25.0,0.0,76445.4,2.0,17.0
3863,14.63,3.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,11550.8,0.0,1.0,0.0,8895.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,33621.9,2.0,26.0
3864,5.23,0.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,10840.5,1.0,1.0,0.0,24551.0,1.0,1.0,0.0,0.0,2.0,1.0,15.0,0.0,11726.1,2.0,26.0
3865,7.45,2.0,1.0,2.0,3.0,2.0,0.0,3.0,4.0,7033.3,1.0,2.0,0.0,12458.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,51363.6,1.0,25.0
3866,4.26,1.0,3.0,1.0,4.0,3.0,0.0,1.0,3.0,5810.2,1.0,1.0,0.0,2937.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,32632.8,5.0,24.44777488708496
3867,5.66,1.243021845817566,1.0,1.0,3.0,3.0,2.0,1.0,3.0,11415.4,1.0,1.0,0.0,11882.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,21237.7,1.0,13.0
3868,4.68,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,9077.3,1.0,1.0,0.0,8751.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,37440.7,2.0,24.0
3869,2.92,1.0,1.2438923120498657,2.0,3.0,5.0,1.0,1.0,2.52534818649292,806.1,1.0,1.0,2.0,13364.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,30246.8,2.0,40.0
3870,8.9,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,15849.3,0.0,1.0,0.0,5243.0,1.0,0.0,1.0,1.0,2.0,0.0,8.0,0.0,30119.6,3.0,8.0
3871,5.4,1.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,12735.4,1.0,1.0,0.0,10453.0,0.0,1.0,2.0,1.0,3.0,0.0,8.0,0.0,81192.6,2.0,6.0
3872,17.71,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,16789.2,1.0,1.0,1.0,4792.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,73230.6,4.0,16.0
3873,8.27,3.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,11386.3,1.0,1.0,1.0,18792.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4500.0,2.0,38.0
3874,6.71,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,10878.3,1.0,1.0,0.0,15295.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0,0.0,1102.6,2.0,9.0
3875,13.49,0.0,1.0,2.0,3.0,3.0,2.0,0.0,2.863771915435791,830.7,0.0,1.0,1.0,11249.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,3212.9,2.0,54.0
3876,9.32,2.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,13673.5,0.0,2.0,1.0,26564.0,0.0,0.0,1.0,1.0,1.0,2.0,23.0,0.0,105558.4,0.0,39.0
3877,3.8,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,6563.9,0.0,1.0,0.0,12661.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,92949.0,3.0,15.0
3878,8.09,2.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,4358.3,1.0,0.0,1.0,5796.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,35252.6171875,3.0,20.0
3879,7.54,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,15254.5,0.0,1.0,1.0,12530.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,50379.4,3.0,23.0
3880,10.96,3.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2337.9,1.0,1.0,0.0,14423.0,1.0,0.0,1.0,2.0,0.0,1.0,15.0,0.0,56559.2,3.0,19.0
3881,10.11,1.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,4699.6,1.0,1.0,0.0,10822.3359375,0.0,1.0,1.0,1.0,1.0,1.0,24.0,0.0,41625.7,2.0,42.0
3882,6.83,2.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,13471.8,0.0,1.0,1.0,3235.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,33926.2,1.0,40.0
3883,7.81,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,4978.1,0.0,1.0,1.0,10262.0,1.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,52888.8,0.0,33.0
3884,8.3,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,6890.8,1.0,1.0,1.0,12559.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,51785.4,3.0,58.0
3885,7.35,3.0,2.0,2.0,3.0,0.0,2.0,1.0,4.0,2774.1,0.0,0.0,0.0,8975.0,2.0,0.0,0.0,1.0,2.0,1.0,10.0,0.0,51388.7,4.0,27.0
3886,3.46,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,14547.6,1.0,1.0,0.0,7857.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,59265.8,4.0,28.0
3887,13.3,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,14610.3,0.0,1.0,1.0,11444.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,0.0,20036.8,2.0,30.0
3888,9.87,2.0,1.0,2.0,0.0,3.0,3.0,2.0,2.0,11996.1,0.0,1.0,0.0,10962.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,20101.7,2.0,36.0
3889,7.82,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,18539.8,0.0,1.0,2.0,9095.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,78522.1,3.0,39.0
3890,8.8,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,14857.2,0.0,0.0,1.0,15231.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,74633.0,2.0,16.0
3891,5.06,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,14713.5,0.0,1.0,1.0,19632.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,1.0,82454.5,2.0,38.0
3892,8.41,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,3304.6,1.0,2.0,0.0,18780.0,1.0,1.0,1.0,0.0,0.0,2.0,11.0,0.0,5831.0,1.0,7.0
3893,10.72,2.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,4264.3,1.0,1.0,0.0,9111.0,0.0,1.0,1.0,0.0,2.0,0.0,31.0,0.0,37210.6,2.0,22.0
3894,8.44,3.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,16866.2,1.0,0.0,1.0,5236.0,1.0,0.0,1.0,3.0,0.0,0.0,22.0,0.0,15708.4,3.0,19.0
3895,7.92,1.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,10188.2,0.0,1.0,1.0,3386.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,1.0,31504.5,2.0,21.0
3896,7.75,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,7409.7,1.0,1.0,1.0,22994.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,58666.3,1.0,18.0
3897,10.92,2.0,1.0,1.0,6.0,2.0,0.0,2.0,3.0,8672.1,0.0,1.0,1.0,13611.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,32274.6,3.0,41.0
3898,10.81,3.0,2.0,1.0,7.0,4.0,4.0,2.0,3.0,3763.2,1.0,0.0,1.0,11519.0,0.0,0.0,0.0,1.0,1.0,2.0,17.0,0.0,83547.1,1.0,31.0
3899,10.77,1.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,11356.7,1.0,1.0,1.0,7987.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,26927.4,3.0,15.0
3900,5.47,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,3271.2,0.0,0.0,1.0,11827.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,0.0,273.6,5.0,29.0
3901,9.29,0.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,4596.5,1.0,0.0,0.0,7894.0,1.0,1.0,0.0,1.0,3.0,1.0,17.0,0.0,21540.9,1.0,40.0
3902,11.14,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,15461.4,1.0,0.0,0.0,3190.0,0.0,0.0,1.0,2.0,1.0,1.0,25.0,0.0,13843.3,2.0,6.0
3903,8.72,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,11574.4,1.0,0.0,1.0,6336.0,1.0,0.3644523620605469,0.0,1.0,0.0,0.0,26.0,0.0,64557.9,0.0,43.0
3904,11.14,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,10018.5,1.0,1.0,1.0,10061.0,1.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,9979.3,3.0,40.0
3905,12.28,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,9010.1,0.0,1.0,0.0,13808.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,44084.2,3.0,24.0
3906,8.384318351745605,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5152.1,0.0,1.0,2.0,11050.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,30927.9,2.0,18.0
3907,6.15,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,7361.8,0.0,1.0,1.0,3670.0,0.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,20827.8,0.0,30.0
3908,9.12,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2532.2,2.0,1.0,1.0,9126.0,0.0,0.0,1.0,0.0,2.0,1.0,26.0,0.0,50546.0,1.0,54.0
3909,5.97,1.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,9473.2,0.0,1.0,1.0,3947.0,1.0,1.0,1.0,0.0,2.0,1.0,13.0,0.0,8893.1,2.0,22.0
3910,14.31,1.0,1.0,1.0,4.0,2.0,5.0,3.0,5.0,12598.1,0.0,0.0,2.0,10185.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,52320.2,3.0,24.64923667907715
3911,4.81,1.0,0.0,2.0,4.0,2.0,0.0,2.0,3.0,10158.4,1.0,1.0,1.0,8688.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,38654.2,3.0,18.0
3912,6.69,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,18560.1,2.0,2.0,1.0,7460.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,30039.4,2.0,35.0
3913,18.15,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,8182.0,1.0,1.0,0.0,14320.0,0.28349679708480835,0.0,0.0,1.0,1.0,1.0,4.0,0.0,36790.6,0.0,6.0
3914,4.74,0.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,8142.0,0.0,1.0,0.0,7635.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,55911.8,3.0,27.0
3915,7.61,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,11663.2,1.0,1.0,1.0,3051.0,1.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,23940.0,1.0,30.0
3916,6.23,2.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,8464.4,0.0,1.0,0.0,27238.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,49888.2,1.0,26.0
3917,11.57,1.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,11142.6,1.0,1.0,1.0,3111.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,49285.6,5.0,29.0
3918,6.13,1.0,2.0,1.0,0.0,1.0,3.0,4.0,3.0,9530.5,0.0,1.0,0.0,8649.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,16328.6,2.0,28.0
3919,4.35,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,7942.2,1.0,0.0,2.0,20266.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,0.0,51750.3,1.0,29.0
3920,14.05,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,411.7,1.0,1.0,1.0,13583.0,1.0,1.0,0.7572652697563171,1.0,1.0,1.0,5.0,0.0,13963.5,4.0,42.0
3921,6.27,1.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,10561.7,1.0,1.0,1.0,16692.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,62483.1,5.0,10.0
3922,10.67,2.0,1.0,3.0,4.0,1.0,4.0,3.0,1.0,10965.4,1.0,0.0,0.0,11835.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,0.0,2014.8,4.0,38.0
3923,5.98,0.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,5685.0,0.0,0.0,1.0,12394.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,61689.4,4.0,34.0
3924,4.59,1.0,3.0,1.0,6.0,1.0,1.0,1.0,3.0,10520.8,1.0,1.0,0.0,4985.0,1.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,936.7,0.0,28.0
3925,11.47,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0643622875213623,501.5,0.0,1.0,0.0,9063.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0.0,4154.6,3.0,42.0
3926,2.3,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,14091.7,0.0,1.0,0.0,8592.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,73359.5,1.0,21.0
3927,6.43,1.0,2.0,1.0,4.0,2.0,1.0,5.0,4.0,11034.3,1.0,1.0,0.0,7421.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15846.4,2.0,39.0
3928,11.16,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,6469.8,2.0,1.0,0.0,14546.0,1.0,0.0,1.0,2.0,1.0,1.0,21.0,0.0,33450.6,6.0,26.0
3929,8.23,1.0,1.0,2.0,1.0,3.0,3.0,2.113870620727539,2.0,6853.3,0.0,0.0,0.0,9535.0,1.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,32120.2,2.0,40.0
3930,8.697049140930176,1.0,0.0,1.0,4.0,2.0,2.0,3.0,4.0,6647.1,1.0,1.0,1.0,15251.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,0.0,25633.7,3.0,25.0
3931,2.59,2.0,2.0,2.0,0.0,3.0,2.0,4.0,1.0,1364.8,1.0,1.0,1.0,9085.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,13442.5,2.0,52.0
3932,10.77,1.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,13684.5,0.0,1.0,1.0,20169.0,0.0,1.0,0.0,2.0,1.0,0.0,27.0,0.0,10407.1,4.0,25.0
3933,4.5,1.0,0.0,2.0,3.0,3.0,0.0,5.0,2.0,5565.4,1.0,1.0,1.0,8073.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,17181.2,4.0,40.0
3934,11.56,1.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,5008.5,0.0,1.0,0.0,14065.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,73693.9,4.0,2.0
3935,8.75,0.0,2.0,1.0,3.0,1.0,0.0,2.0,4.0,7332.6,0.0,1.0,0.0,10038.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,42952.8,3.0,33.0
3936,10.64,3.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,14541.2,0.0,1.0,0.0,9580.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,11613.5,5.0,36.0
3937,5.05,1.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,11433.4,1.0,2.0,0.0,13770.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,16568.3,1.0,27.0
3938,7.08,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,3805.9,1.0,1.0,1.0,18687.0,0.0,0.0,0.0,1.0,1.0,1.0,36.0,0.0,40760.2,2.0,31.0
